ACCOUNTID,METODO_DE_PAGO,FECHA_COMPRA,SUCURSAL,DESCUENTO,MONTO_PAGADO,TIPO_ARTICULO,CANTIDAD_ARTICULO,MARGEN,SECTOR,VALOR_ARTICULO
9766,EFECTIVO,2020-01-18,5114,3000,112000,4. Calidad Premium,1,11020,17,115000
7515,EFECTIVO,2020-01-18,5110,2000,37400,3. Calidad Alta,1,7070,16,39400
11089,EFECTIVO,2020-01-18,12620,2200,23600,2. Calidad Media,1,5390,10,25800
11089,EFECTIVO,2020-01-18,12620,2500,33500,3. Calidad Alta,1,7210,10,36000
11089,EFECTIVO,2020-01-18,12620,2500,34800,2. Calidad Media,1,6720,10,37300
11029,EFECTIVO,2020-01-18,12614,2500,44500,3. Calidad Alta,1,9580,9,47000
10531,EFECTIVO,2020-01-18,3418,3000,31400,3. Calidad Alta,1,8230,15,34400
11029,EFECTIVO,2020-01-18,12614,2500,41200,3. Calidad Alta,1,8870,9,43700
11029,EFECTIVO,2020-01-18,12614,2500,34500,3. Calidad Alta,1,7430,9,37000
11029,EFECTIVO,2020-01-18,12614,2500,46300,3. Calidad Alta,1,9970,9,48800
11029,EFECTIVO,2020-01-18,12614,2200,27700,2. Calidad Media,1,6320,9,29900
5188,EFECTIVO,2020-01-18,2867,2000,44300,3. Calidad Alta,1,7160,13,46300
11029,EFECTIVO,2020-01-18,12614,1500,16300,1. Calidad Simple,1,5360,9,17800
6378,EFECTIVO,2020-01-18,12612,2000,40800,3. Calidad Alta,1,7710,9,42800
8919,EFECTIVO,2020-01-18,12987,3000,26900,3. Calidad Alta,1,7050,12,29900
6378,EFECTIVO,2020-01-18,12612,1500,27000,2. Calidad Media,1,5780,9,28500
6898,EFECTIVO,2020-01-18,5110,1500,29100,2. Calidad Media,1,6230,16,30600
7465,EFECTIVO,2020-01-18,12483,3000,118000,4. Calidad Premium,1,13290,8,121000
7465,EFECTIVO,2020-01-18,12483,1500,39100,2. Calidad Media,1,8440,8,40600
9114,EFECTIVO,2019-12-21,3418,0,37700,3. Calidad Alta,1,7400,15,37700
9401,EFECTIVO,2019-12-22,3418,0,45400,3. Calidad Alta,1,9080,15,45400
10749,EFECTIVO,2019-12-26,12987,0,22700,1. Calidad Simple,1,4670,12,22700
10753,EFECTIVO,2019-12-26,3095,0,43000,3. Calidad Alta,1,10600,13,43000
10836,EFECTIVO,2019-12-26,3095,3000,27000,3. Calidad Alta,1,7170,13,30000
10853,EFECTIVO,2019-12-26,12987,0,36700,3. Calidad Alta,1,9050,12,36700
10853,EFECTIVO,2019-12-26,12987,0,35600,3. Calidad Alta,1,8780,12,35600
10853,EFECTIVO,2019-12-27,3095,0,43700,3. Calidad Alta,1,10780,13,43700
10679,EFECTIVO,2019-12-26,12493,3000,37800,3. Calidad Alta,1,10040,8,40800
23015,NA,2019-10-04,5114,0,29200,2. Calidad Media,1,2970,17,29200
12165,EFECTIVO,2019-12-29,3418,0,35700,3. Calidad Alta,1,8800,15,35700
16274,TRANSBANK,2019-12-28,12119,0,28200,2. Calidad Media,1,6150,6,28200
12112,EFECTIVO,2019-12-29,12987,0,31900,3. Calidad Alta,1,7870,12,31900
12112,EFECTIVO,2019-12-29,12987,0,23500,1. Calidad Simple,1,4700,12,23500
14569,EFECTIVO,2019-12-31,12493,0,39100,2. Calidad Media,1,6210,8,39100
14569,EFECTIVO,2019-12-31,12493,0,33600,3. Calidad Alta,1,8280,8,33600
14569,EFECTIVO,2019-12-31,12493,0,23100,1. Calidad Simple,1,4620,8,23100
14569,EFECTIVO,2019-12-31,12493,0,161700,4. Calidad Premium,1,23040,8,161700
14568,EFECTIVO,2019-12-31,3418,0,41300,2. Calidad Media,1,6560,15,41300
14568,EFECTIVO,2019-12-31,3418,0,41400,3. Calidad Alta,1,10210,15,41400
14568,EFECTIVO,2019-12-31,3418,0,32000,1. Calidad Simple,1,6400,15,32000
14568,EFECTIVO,2019-12-31,3418,0,159600,4. Calidad Premium,1,22740,15,159600
10798,EFECTIVO,2019-12-26,12493,0,79000,3. Calidad Alta,2,9400,8,39500
13303,EFECTIVO,2020-01-03,3418,0,43100,3. Calidad Alta,1,10480,15,43100
15668,EFECTIVO,2020-01-05,3095,0,47900,3. Calidad Alta,1,11650,13,47900
15692,EFECTIVO,2020-01-05,12987,0,39400,3. Calidad Alta,1,9580,12,39400
16857,EFECTIVO,2020-01-07,3413,2000,33200,3. Calidad Alta,1,8480,15,35200
16907,EFECTIVO,2020-01-07,12987,0,37200,3. Calidad Alta,1,9050,12,37200
18018,EFECTIVO,2020-01-09,3413,0,75200,3. Calidad Alta,2,8830,15,37600
18069,EFECTIVO,2020-01-09,3418,0,36800,3. Calidad Alta,1,8950,15,36800
19340,EFECTIVO,2020-01-13,12117,0,100800,3. Calidad Alta,2,9140,6,50400
18812,EFECTIVO,2020-01-11,3095,0,38100,3. Calidad Alta,1,9260,13,38100
20469,TRANSBANK,2020-01-15,12117,2000,42200,2. Calidad Media,1,7970,6,44200
20469,TRANSBANK,2020-01-15,12117,2000,36500,3. Calidad Alta,1,7420,6,38500
12570,TRANSBANK,2019-12-30,12117,0,24500,2. Calidad Media,1,5130,6,24500
20680,EFECTIVO,2020-01-15,12617,0,96600,2. Calidad Media,2,9560,10,48300
21925,EFECTIVO,2020-01-17,12987,3000,25300,3. Calidad Alta,1,5480,12,28300
22004,EFECTIVO,2020-01-18,12116,3000,107300,4. Calidad Premium,1,11620,5,110300
12641,OTRO,2019-12-30,12118,0,NA,2. Calidad Media,1,4770,6,NA
11398,TRANSBANK,2019-12-28,12620,0,47500,3. Calidad Alta,1,12020,10,47500
19158,EFECTIVO,2020-01-12,12615,0,36900,2. Calidad Media,1,7410,9,36900
12691,EFECTIVO,2019-12-30,12619,0,47000,3. Calidad Alta,1,11310,10,47000
19544,EFECTIVO,2020-01-13,12614,0,26300,1. Calidad Simple,1,7710,9,26300
17217,EFECTIVO,2020-01-08,12117,0,45400,3. Calidad Alta,1,8800,6,45400
3227,EFECTIVO,2019-11-06,5114,2000,42900,3. Calidad Alta,1,7770,17,44900
12748,OTRO,2019-12-30,12614,0,157200,3. Calidad Alta,4,8840,9,39300
20631,OTRO,2020-01-15,12117,0,66400,2. Calidad Media,2,6570,6,33200
20631,OTRO,2020-01-15,12117,0,43200,3. Calidad Alta,1,8370,6,43200
10032,EFECTIVO,2019-12-24,12756,0,41900,3. Calidad Alta,1,7680,11,41900
10032,EFECTIVO,2019-12-29,12756,0,45300,3. Calidad Alta,1,8010,11,45300
16979,TRANSBANK,2020-01-07,12116,0,29300,3. Calidad Alta,1,5770,5,29300
22329,EFECTIVO,2020-01-18,12116,2000,31200,3. Calidad Alta,1,6650,5,33200
14626,TRANSBANK,2020-01-01,12116,0,38000,2. Calidad Media,1,7790,5,38000
15828,EFECTIVO,2020-01-06,12620,0,33200,3. Calidad Alta,1,10020,10,33200
19998,EFECTIVO,2020-01-14,12615,0,30500,1. Calidad Simple,1,8950,9,30500
19998,EFECTIVO,2020-01-14,12615,0,50100,3. Calidad Alta,1,9550,9,50100
19998,EFECTIVO,2020-01-14,12615,0,46700,3. Calidad Alta,1,8900,9,46700
14021,EFECTIVO,2019-12-31,12118,0,93200,3. Calidad Alta,2,10560,6,46600
18387,EFECTIVO,2020-01-10,12116,0,118200,3. Calidad Alta,3,7000,5,39400
18387,EFECTIVO,2020-01-10,12116,0,27800,1. Calidad Simple,1,7970,5,27800
13417,EFECTIVO,2020-01-04,12614,2200,68200,2. Calidad Media,2,6850,9,36300
13417,EFECTIVO,2020-01-14,12614,0,69200,2. Calidad Media,2,6710,9,34600
13417,EFECTIVO,2020-01-14,12614,0,48400,3. Calidad Alta,1,9230,9,48400
18788,EFECTIVO,2020-01-11,12117,0,38200,3. Calidad Alta,1,7160,6,38200
9854,EFECTIVO,2019-12-23,3418,0,28500,3. Calidad Alta,1,5700,15,28500
18118,EFECTIVO,2020-01-10,12117,0,83200,3. Calidad Alta,2,7540,6,41600
21231,EFECTIVO,2020-01-16,12614,0,24300,2. Calidad Media,1,5090,9,24300
21231,EFECTIVO,2020-01-16,12614,0,33000,3. Calidad Alta,1,6500,9,33000
20449,EFECTIVO,2020-01-15,12617,0,31200,2. Calidad Media,1,6400,10,31200
22357,OTRO,2020-01-18,12621,0,97800,3. Calidad Alta,2,9600,10,48900
5697,NA,2019-11-30,5114,0,55600,2. Calidad Media,2,5690,17,27800
15382,TRANSBANK,2020-01-05,12619,0,84800,3. Calidad Alta,2,8330,10,42400
21457,EFECTIVO,2020-01-16,12616,0,22900,1. Calidad Simple,1,6870,10,22900
13585,EFECTIVO,2020-01-04,12117,2000,37800,3. Calidad Alta,1,8300,6,39800
13491,EFECTIVO,2020-01-04,12620,0,50200,3. Calidad Alta,1,10510,10,50200
18907,EFECTIVO,2020-01-11,12117,0,65000,2. Calidad Media,2,6160,6,32500
22332,EFECTIVO,2020-01-18,12620,0,35700,2. Calidad Media,1,7630,10,35700
22332,EFECTIVO,2020-01-18,12620,0,42700,3. Calidad Alta,1,8670,10,42700
12388,EFECTIVO,2019-12-30,12621,2000,38100,3. Calidad Alta,1,9620,10,40100
12552,EFECTIVO,2019-12-30,12619,0,25500,2. Calidad Media,1,5340,10,25500
12552,EFECTIVO,2019-12-30,12619,0,41600,3. Calidad Alta,1,10010,10,41600
8826,EFECTIVO,2019-12-21,12611,0,117600,4. Calidad Premium,1,13120,9,117600
18722,EFECTIVO,2020-01-11,12615,0,NA,2. Calidad Media,2,8420,9,NA
16508,EFECTIVO,2020-01-07,10757,0,41800,2. Calidad Media,1,8530,1,41800
16508,EFECTIVO,2020-01-07,10757,0,41200,3. Calidad Alta,1,8190,1,41200
10244,OTRO,2019-12-24,12611,0,38000,3. Calidad Alta,1,7240,9,38000
13657,EFECTIVO,2019-12-31,12619,0,43600,2. Calidad Media,2,4400,10,21800
22130,EFECTIVO,2020-01-18,3097,3000,52100,3. Calidad Alta,1,13650,14,55100
22130,EFECTIVO,2020-01-18,3097,3000,35100,3. Calidad Alta,1,9200,14,38100
10380,EFECTIVO,2019-12-25,12756,0,54300,3. Calidad Alta,1,9950,11,54300
1117,EFECTIVO,2019-10-28,11783,2000,38100,3. Calidad Alta,1,4370,5,40100
1117,EFECTIVO,2019-11-12,12757,2000,34400,3. Calidad Alta,1,6790,12,36400
24025,EFECTIVO,2019-10-13,12756,0,125400,4. Calidad Premium,1,10610,11,125400
15718,EFECTIVO,2020-01-05,11525,0,116900,4. Calidad Premium,1,14460,4,116900
16326,EFECTIVO,2019-12-28,12621,0,31100,2. Calidad Media,1,6780,10,31100
16326,EFECTIVO,2019-12-28,12621,0,41000,3. Calidad Alta,1,10380,10,41000
17883,EFECTIVO,2020-01-09,12116,0,51800,2. Calidad Media,2,4910,5,25900
13757,EFECTIVO,2020-01-04,12117,0,63400,2. Calidad Media,2,6140,6,31700
20964,EFECTIVO,2020-01-15,13108,0,30200,2. Calidad Media,1,6070,12,30200
20964,EFECTIVO,2020-01-17,5608,0,42700,3. Calidad Alta,1,8250,17,42700
15232,EFECTIVO,2020-01-05,10758,0,29900,2. Calidad Media,1,6130,1,29900
12100,OTRO,2019-12-29,12620,0,91200,3. Calidad Alta,2,10880,10,45600
12100,OTRO,2020-01-04,12116,0,42300,2. Calidad Media,1,8500,5,42300
15905,EFECTIVO,2020-01-06,2676,0,49000,3. Calidad Alta,1,9950,13,49000
3010,EFECTIVO,2019-11-05,3302,0,93200,3. Calidad Alta,2,7680,14,46600
13991,OTRO,2019-12-31,5114,0,27000,3. Calidad Alta,1,4430,17,27000
16926,EFECTIVO,2020-01-07,5114,0,78200,3. Calidad Alta,2,5830,17,39100
16660,EFECTIVO,2020-01-07,3302,0,38200,2. Calidad Media,1,5920,14,38200
3795,EFECTIVO,2019-11-10,3880,0,109400,4. Calidad Premium,1,12620,15,109400
19898,EFECTIVO,2020-01-12,3350,3000,38700,3. Calidad Alta,1,6200,15,41700
19898,EFECTIVO,2020-01-13,11870,3000,40800,3. Calidad Alta,1,8750,3,43800
7125,TRANSBANK,2019-12-07,3302,0,50400,3. Calidad Alta,1,9760,14,50400
7125,TRANSBANK,2019-12-29,3302,0,43900,3. Calidad Alta,1,7480,14,43900
7125,TRANSBANK,2020-01-15,3302,0,32600,2. Calidad Media,1,5050,14,32600
14074,EFECTIVO,2020-01-04,12119,0,85000,2. Calidad Media,2,8240,6,42500
4103,EFECTIVO,2019-11-12,10823,0,167500,2. Calidad Media,5,6090,2,33500
4103,EFECTIVO,2019-11-12,10823,0,278000,3. Calidad Alta,5,8740,2,55600
4103,EFECTIVO,2019-11-12,10823,0,49600,1. Calidad Simple,2,6380,2,24800
4103,EFECTIVO,2019-11-12,10823,0,371400,4. Calidad Premium,3,13600,2,123800
18999,EFECTIVO,2020-01-11,11870,3000,99000,3. Calidad Alta,2,9920,3,52500
18999,EFECTIVO,2020-01-11,3350,3000,37600,3. Calidad Alta,1,6020,15,40600
18999,EFECTIVO,2020-01-11,3350,3000,40900,3. Calidad Alta,1,6550,15,43900
18674,EFECTIVO,2020-01-11,12616,0,46000,3. Calidad Alta,1,8620,10,46000
15320,EFECTIVO,2020-01-05,12118,0,29500,2. Calidad Media,1,5800,6,29500
1967,EFECTIVO,2019-12-04,5111,0,42800,2. Calidad Media,1,9390,16,42800
15656,TRANSBANK,2020-01-05,12616,0,41600,3. Calidad Alta,1,8450,10,41600
13024,EFECTIVO,2020-01-03,11525,0,36500,2. Calidad Media,1,8900,4,36500
13024,EFECTIVO,2020-01-03,11525,0,32300,3. Calidad Alta,1,6660,4,32300
12392,EFECTIVO,2019-12-30,12117,0,41700,3. Calidad Alta,1,10030,6,41700
14158,EFECTIVO,2019-12-31,4187,0,28500,2. Calidad Media,1,5960,16,28500
7832,EFECTIVO,2019-12-13,12612,0,36400,3. Calidad Alta,1,6460,9,36400
14383,NA,2019-12-31,4187,0,26200,1. Calidad Simple,1,8000,16,26200
14383,NA,2020-01-03,4187,0,10900,1. Calidad Simple,1,3260,16,10900
21680,NA,2020-01-17,5475,0,104100,2. Calidad Media,3,6590,17,34700
21680,NA,2020-01-17,5475,0,59400,1. Calidad Simple,2,8590,17,29700
8620,NA,2019-12-20,10758,0,76200,3. Calidad Alta,2,7520,1,38100
12243,NA,2019-12-30,5475,0,40200,1. Calidad Simple,2,5940,17,20100
18738,NA,2020-01-11,10758,0,40100,3. Calidad Alta,1,7970,1,40100
12393,NA,2019-12-30,10754,0,31300,2. Calidad Media,1,6550,1,31300
12393,NA,2019-12-30,10754,0,66800,1. Calidad Simple,2,9870,1,33400
17106,NA,2020-01-08,5475,0,118200,4. Calidad Premium,1,14190,17,118200
17106,NA,2020-01-08,5475,0,108800,4. Calidad Premium,1,13060,17,108800
15551,NA,2020-01-05,5475,0,32200,2. Calidad Media,1,6600,17,32200
15551,NA,2020-01-05,5475,0,49800,3. Calidad Alta,1,9780,17,49800
18703,NA,2020-01-11,5475,0,83600,3. Calidad Alta,2,8010,17,41800
18703,NA,2020-01-11,5475,0,80200,3. Calidad Alta,2,7690,17,40100
15163,NA,2020-01-05,10754,0,19700,1. Calidad Simple,1,5880,1,19700
15163,NA,2020-01-10,10754,0,39000,2. Calidad Media,1,7960,1,39000
14937,NA,2020-01-02,4187,0,42400,3. Calidad Alta,1,8450,16,42400
8960,NA,2019-12-21,5475,0,39300,3. Calidad Alta,1,8150,17,39300
8960,NA,2019-12-21,5475,0,20400,1. Calidad Simple,1,6080,17,20400
8960,NA,2020-01-06,5475,0,43300,3. Calidad Alta,1,8740,17,43300
18937,NA,2020-01-11,10754,0,32100,2. Calidad Media,1,6550,1,32100
19541,NA,2020-01-13,10758,0,109800,4. Calidad Premium,1,12730,1,109800
8855,NA,2019-12-21,5475,0,30100,2. Calidad Media,1,6780,17,30100
8631,NA,2019-12-20,10758,0,22000,1. Calidad Simple,1,6560,1,22000
14644,NA,2020-01-01,5475,0,111900,3. Calidad Alta,3,7050,17,37300
9897,NA,2019-12-24,10754,0,49000,2. Calidad Media,2,4880,1,24500
19129,NA,2020-01-12,10754,0,86000,2. Calidad Media,2,8480,1,43000
8837,NA,2019-12-21,5475,0,40300,3. Calidad Alta,1,8350,17,40300
19937,NA,2020-01-13,5475,0,20800,2. Calidad Media,1,4180,17,20800
19937,NA,2020-01-18,5475,0,51600,2. Calidad Media,1,10360,17,51600
9444,NA,2019-12-22,10758,0,33400,2. Calidad Media,1,7530,1,33400
16762,NA,2020-01-08,5475,0,24000,1. Calidad Simple,1,7170,17,24000
10854,NA,2019-12-27,5475,0,39400,3. Calidad Alta,1,7900,17,39400
10854,NA,2019-12-27,5475,0,109500,4. Calidad Premium,1,13790,17,109500
17421,NA,2020-01-08,5475,0,26400,2. Calidad Media,1,5390,17,26400
17421,NA,2020-01-08,5475,0,83000,3. Calidad Alta,2,7960,17,41500
10077,NA,2019-12-24,10754,0,29400,1. Calidad Simple,1,9030,1,29400
10077,NA,2020-01-04,10754,0,26400,1. Calidad Simple,1,7890,1,26400
8961,NA,2019-12-21,10758,0,34800,2. Calidad Media,1,7840,1,34800
8961,NA,2019-12-21,10758,0,37500,3. Calidad Alta,1,7770,1,37500
8961,NA,2019-12-31,10758,0,23600,2. Calidad Media,1,4940,1,23600
8961,NA,2019-12-31,10758,0,41900,3. Calidad Alta,1,8480,1,41900
10556,NA,2019-12-25,10754,0,81400,3. Calidad Alta,2,8010,1,40700
17510,EFECTIVO,2020-01-08,10758,0,40600,2. Calidad Media,1,8290,1,40600
17510,EFECTIVO,2020-01-08,10758,0,49100,3. Calidad Alta,1,9760,1,49100
17510,EFECTIVO,2020-01-08,10758,0,119900,4. Calidad Premium,1,14400,1,119900
10374,NA,2019-12-25,5475,0,66000,2. Calidad Media,2,6570,17,33000
9178,NA,2020-01-14,4187,0,32400,1. Calidad Simple,1,9680,16,32400
10650,NA,2019-12-26,10758,0,54400,1. Calidad Simple,2,8090,1,27200
10650,NA,2020-01-09,10758,0,24000,1. Calidad Simple,1,7170,1,24000
10650,NA,2020-01-10,10758,0,21800,1. Calidad Simple,1,6510,1,21800
16494,NA,2020-01-08,10754,0,28800,2. Calidad Media,1,5880,1,28800
16494,NA,2020-01-08,10754,0,45900,3. Calidad Alta,1,9120,1,45900
10036,NA,2019-12-24,4187,0,43700,3. Calidad Alta,1,8900,16,43700
10036,NA,2019-12-28,4187,0,116500,4. Calidad Premium,1,14560,16,116500
15227,NA,2020-01-05,10758,0,235800,4. Calidad Premium,2,13420,1,117900
15227,NA,2020-01-05,10758,0,128400,3. Calidad Alta,3,7960,1,42800
15227,NA,2020-01-06,10758,0,50800,3. Calidad Alta,1,10250,1,50800
15227,NA,2020-01-17,10758,0,45000,3. Calidad Alta,1,8700,1,45000
16042,NA,2020-01-06,5475,0,41600,3. Calidad Alta,1,8400,17,41600
12419,NA,2019-12-30,10758,0,45400,2. Calidad Media,1,9500,1,45400
12419,NA,2019-12-30,10758,0,29900,1. Calidad Simple,1,9130,1,29900
13738,NA,2020-01-04,4187,0,41400,3. Calidad Alta,1,8130,16,41400
9505,NA,2019-12-22,5475,0,46700,3. Calidad Alta,1,9820,17,46700
11303,NA,2019-12-27,5475,0,76800,3. Calidad Alta,2,7440,17,38400
9802,NA,2019-12-23,10754,0,110000,1. Calidad Simple,5,6250,1,22000
9802,NA,2020-01-13,10754,0,36200,1. Calidad Simple,1,10810,1,36200
18933,NA,2020-01-11,5475,0,19800,1. Calidad Simple,1,5910,17,19800
9293,TRANSBANK,2020-01-14,5475,0,82600,3. Calidad Alta,2,7720,17,41300
9293,TRANSBANK,2020-01-14,5475,0,13200,1. Calidad Simple,1,3940,17,13200
21988,NA,2020-01-18,5475,0,307800,3. Calidad Alta,6,9170,17,51300
12649,NA,2019-12-30,13108,0,26800,1. Calidad Simple,1,8180,12,26800
18629,NA,2020-01-11,10754,0,NA,3. Calidad Alta,1,6760,1,NA
13032,OTRO,2020-01-03,11525,0,34800,3. Calidad Alta,1,7170,4,34800
9918,NA,2019-12-24,10754,0,87600,3. Calidad Alta,2,8620,1,43800
8888,NA,2019-12-21,5475,0,43900,3. Calidad Alta,1,9100,17,43900
18704,NA,2020-01-11,5475,0,44700,3. Calidad Alta,1,8890,17,44700
19414,NA,2020-01-13,10754,0,55800,1. Calidad Simple,2,8070,1,27900
19933,NA,2020-01-13,10754,0,41400,3. Calidad Alta,1,8000,1,41400
19089,NA,2020-01-12,5475,0,37200,3. Calidad Alta,1,7390,17,37200
19089,NA,2020-01-12,5475,0,32200,3. Calidad Alta,1,6400,17,32200
10133,NA,2020-01-05,10754,0,22100,1. Calidad Simple,1,6600,1,22100
12963,NA,2020-01-03,5475,0,33800,2. Calidad Media,1,6930,17,33800
18273,NA,2020-01-10,5475,0,49600,3. Calidad Alta,1,9860,17,49600
14365,NA,2020-01-04,10754,0,31800,2. Calidad Media,1,6520,1,31800
14365,NA,2020-01-04,10754,0,44600,3. Calidad Alta,1,8760,1,44600
19108,NA,2020-01-12,5475,0,29900,2. Calidad Media,1,6100,17,29900
19108,NA,2020-01-18,5475,0,36400,1. Calidad Simple,1,10870,17,36400
11613,NA,2019-12-29,5475,0,180500,1. Calidad Simple,5,10040,17,36100
8617,NA,2019-12-22,4187,0,33100,2. Calidad Media,1,7460,16,33100
8617,NA,2020-01-08,4187,0,42300,2. Calidad Media,1,8640,16,42300
13059,NA,2020-01-03,13108,0,124000,4. Calidad Premium,1,14730,12,124000
11831,NA,2019-12-29,10754,0,23500,2. Calidad Media,1,4840,1,23500
10285,NA,2019-12-25,5475,0,39200,2. Calidad Media,1,8070,17,39200
19115,NA,2020-01-12,10754,0,33200,3. Calidad Alta,1,6600,1,33200
19115,NA,2020-01-14,10754,0,44700,3. Calidad Alta,1,8640,1,44700
16360,NA,2019-12-28,10754,0,31800,2. Calidad Media,1,6550,1,31800
8663,EFECTIVO,2019-12-20,10754,0,45900,3. Calidad Alta,1,9380,1,45900
8663,NA,2020-01-12,5475,0,42800,3. Calidad Alta,1,8480,17,42800
10915,NA,2019-12-27,10754,0,36800,2. Calidad Media,1,7580,1,36800
18245,NA,2020-01-10,5475,0,36000,2. Calidad Media,1,7350,17,36000
11062,NA,2019-12-27,10754,0,38400,2. Calidad Media,1,7910,1,38400
9456,NA,2019-12-22,10754,0,34200,3. Calidad Alta,1,7190,1,34200
16790,NA,2020-01-07,5475,0,51200,3. Calidad Alta,1,10180,17,51200
12962,NA,2020-01-03,4187,0,109800,4. Calidad Premium,1,13040,16,109800
13954,NA,2020-01-04,10754,0,85400,2. Calidad Media,2,8450,1,42700
13954,NA,2020-01-04,10754,0,44300,3. Calidad Alta,1,8700,1,44300
9905,NA,2019-12-24,10754,0,71800,2. Calidad Media,2,7150,1,35900
11469,NA,2019-12-30,5475,0,45700,3. Calidad Alta,1,9250,17,45700
11469,NA,2020-01-03,5475,0,33000,3. Calidad Alta,1,6580,17,33000
15162,NA,2020-01-03,5475,0,43300,2. Calidad Media,1,8880,17,43300
15162,NA,2020-01-03,5475,0,28900,1. Calidad Simple,1,8630,17,28900
9694,NA,2019-12-23,10754,0,64200,1. Calidad Simple,3,6230,1,21400
9694,NA,2019-12-23,10754,0,61800,2. Calidad Media,2,6150,1,30900
17133,NA,2020-01-08,10754,0,43200,1. Calidad Simple,2,6210,1,21600
8671,EFECTIVO,2019-12-20,10754,0,37000,3. Calidad Alta,1,7560,1,37000
8671,NA,2020-01-12,5475,0,40400,3. Calidad Alta,1,8010,17,40400
9110,NA,2019-12-21,5475,0,25200,2. Calidad Media,1,5680,17,25200
14314,NA,2020-01-04,4187,0,37200,3. Calidad Alta,1,7300,16,37200
21750,NA,2020-01-17,10754,0,69400,2. Calidad Media,2,6730,1,34700
21750,NA,2020-01-17,10754,0,28900,3. Calidad Alta,1,5580,1,28900
19774,NA,2020-01-12,5475,0,118900,4. Calidad Premium,1,14170,17,118900
9693,NA,2019-12-23,10754,0,22300,1. Calidad Simple,1,6850,1,22300
9693,NA,2019-12-30,10754,0,29800,1. Calidad Simple,1,9090,1,29800
9693,NA,2020-01-12,5475,0,36400,2. Calidad Media,1,7430,17,36400
14044,NA,2020-01-04,10754,0,42600,3. Calidad Alta,1,8360,1,42600
19935,NA,2020-01-13,5475,0,35900,2. Calidad Media,1,7210,17,35900
19935,NA,2020-01-13,5475,0,47600,3. Calidad Alta,1,9200,17,47600
13773,NA,2020-01-04,10758,0,245200,4. Calidad Premium,2,13950,1,122600
16076,NA,2020-01-06,4187,0,42000,3. Calidad Alta,1,8480,16,42000
8657,EFECTIVO,2019-12-20,10754,0,37900,2. Calidad Media,1,8390,1,37900
8657,EFECTIVO,2019-12-20,10754,0,54800,2. Calidad Media,2,5850,1,27400
8657,NA,2020-01-12,5475,0,33400,2. Calidad Media,1,7250,17,33400
8657,NA,2020-01-12,5475,0,31000,2. Calidad Media,1,6230,17,31000
8657,NA,2020-01-17,5475,0,33100,2. Calidad Media,1,6650,17,33100
9341,NA,2019-12-23,4187,0,17600,1. Calidad Simple,1,5410,16,17600
9341,NA,2019-12-31,4187,0,29000,1. Calidad Simple,1,8850,16,29000
9341,NA,2020-01-10,4187,0,19200,1. Calidad Simple,1,5740,16,19200
16160,NA,2020-01-08,10758,0,49600,1. Calidad Simple,2,7130,1,24800
11485,NA,2019-12-30,5475,0,86600,2. Calidad Media,2,8750,17,43300
10060,NA,2019-12-24,5475,0,98600,3. Calidad Alta,2,9700,17,49300
13586,NA,2020-01-04,5475,0,27500,1. Calidad Simple,1,8210,17,27500
9284,NA,2020-01-12,10754,0,52600,3. Calidad Alta,1,10460,1,52600
19187,NA,2020-01-12,5475,0,97400,3. Calidad Alta,2,9340,17,48700
20310,EFECTIVO,2020-01-14,13108,0,18600,1. Calidad Simple,1,5560,12,18600
14037,NA,2020-01-04,10754,0,36600,2. Calidad Media,1,7500,1,36600
15682,NA,2020-01-05,10758,850,31300,1. Calidad Simple,1,9760,1,32150
19176,NA,2020-01-12,10754,0,44300,3. Calidad Alta,1,8810,1,44300
14451,NA,2020-01-04,10754,0,54000,1. Calidad Simple,2,7810,1,27000
19754,NA,2020-01-12,5475,0,36400,2. Calidad Media,1,7430,17,36400
19754,NA,2020-01-12,5475,0,58400,1. Calidad Simple,2,8400,17,29200
12259,NA,2019-12-30,10758,0,28500,2. Calidad Media,1,5960,1,28500
12259,NA,2019-12-30,10758,0,29500,1. Calidad Simple,1,9000,1,29500
10581,NA,2019-12-25,5475,0,53600,3. Calidad Alta,1,10920,17,53600
18910,NA,2020-01-11,5475,0,76200,3. Calidad Alta,2,7310,17,38100
8732,NA,2019-12-20,10758,0,66400,1. Calidad Simple,2,9550,1,33200
16302,NA,2019-12-28,5475,0,42400,3. Calidad Alta,1,8510,17,42400
18565,NA,2020-01-10,10754,0,24900,1. Calidad Simple,1,7440,1,24900
18565,NA,2020-01-11,10754,0,37700,1. Calidad Simple,1,11260,1,37700
10649,NA,2019-12-26,10758,0,110000,4. Calidad Premium,1,13960,1,110000
22240,NA,2020-01-18,5475,0,24300,2. Calidad Media,1,4880,17,24300
15713,NA,2020-01-05,10758,0,21400,2. Calidad Media,1,4390,1,21400
8585,EFECTIVO,2019-12-20,10754,0,42000,3. Calidad Alta,1,8580,1,42000
8585,NA,2019-12-21,5475,0,34700,3. Calidad Alta,1,7190,17,34700
8585,NA,2019-12-21,5475,0,40600,3. Calidad Alta,1,8420,17,40600
8585,NA,2020-01-02,10757,0,35400,3. Calidad Alta,1,7060,1,35400
8585,NA,2020-01-02,10757,0,36500,3. Calidad Alta,1,7280,1,36500
16057,NA,2020-01-06,10758,0,39500,3. Calidad Alta,1,7970,1,39500
14111,NA,2019-12-31,5475,0,67400,3. Calidad Alta,2,6600,17,33700
14111,NA,2020-01-11,5475,0,39300,2. Calidad Media,1,8020,17,39300
